Name,AccountNumber,FirstName,LastName,Email address,LoyaltyMember,LoyaltyPoints
Aleida Helman,363178786,Aleida,Helman,Aleida.Helman@itza.com,,
Tanisha Drain,857312668,Tanisha,Drain,Tanisha.Drain@itza.com,Y,3
Candance Makin,483256524,Candance,Makin,Candance.Makin@itza.com,,
Jammie Maser,176149690,Jammie,Maser,Jammie.Maser@itza.com,,
Queen Stagner,869571192,Queen,Stagner,Queen.Stagner@itza.com,,
Lottie Kaneshiro,818811743,Lottie,Kaneshiro,Lottie.Kaneshiro@itza.com,,
Inger Corcoran,809053082,Inger,Corcoran,Inger.Corcoran@itza.com,,
Spring Rathbun,304285474,Spring,Rathbun,Spring.Rathbun@itza.com,,
Lurlene Wirtz,294124910,Lurlene,Wirtz,Lurlene.Wirtz@itza.com,,
Mariann Cardoza,132312513,Mariann,Cardoza,Mariann.Cardoza@itza.com,,
Isaiah Mast,736720897,Isaiah,Mast,Isaiah.Mast@itza.com,,
Lora Woolf,406309818,Lora,Woolf,Lora.Woolf@itza.com,,
Brenton Moring,805886874,Brenton,Moring,Brenton.Moring@itza.com,,
Alphonse Hausner,328721409,Alphonse,Hausner,Alphonse.Hausner@itza.com,,
Cyndi Covelli,726368167,Cyndi,Covelli,Cyndi.Covelli@itza.com,Y,7
Gilberte Soltys,956112914,Gilberte,Soltys,Gilberte.Soltys@itza.com,,
Vena Ree,395100610,Vena,Ree,Vena.Ree@itza.com,,
Bess Feingold,623439352,Bess,Feingold,Bess.Feingold@itza.com,,
Renate Orick,601321698,Renate,Orick,Renate.Orick@itza.com,,
Marianela Laperle,799786235,Marianela,Laperle,Marianela.Laperle@itza.com,,
Maurita Witherington,464461942,Maurita,Witherington,Maurita.Witherington@itza.com,,
Tanja Choudhury,491984678,Tanja,Choudhury,Tanja.Choudhury@itza.com,,
Lekisha Gaither,623602792,Lekisha,Gaither,Lekisha.Gaither@itza.com,,
Un Brubaker,841930050,Un,Brubaker,Un.Brubaker@itza.com,,
Tenesha Adam,732444681,Tenesha,Adam,Tenesha.Adam@itza.com,,
Christoper Esh,569607130,Christoper,Esh,Christoper.Esh@itza.com,,
Tommye Germano,774940699,Tommye,Germano,Tommye.Germano@itza.com,,
Danilo Allie,963547695,Danilo,Allie,Danilo.Allie@itza.com,,
Tianna Dandridge,855639691,Tianna,Dandridge,Tianna.Dandridge@itza.com,,
Zoila Reinhard,157596499,Zoila,Reinhard,Zoila.Reinhard@itza.com,,
Nereida Eddy,782881352,Nereida,Eddy,Nereida.Eddy@itza.com,,
Hayley Tijerina,485821947,Hayley,Tijerina,Hayley.Tijerina@itza.com,,
Ladawn Deleon,321329304,Ladawn,Deleon,Ladawn.Deleon@itza.com,Y,2
Carlton Birkland,934323664,Carlton,Birkland,Carlton.Birkland@itza.com,,
Maritza Musgrove,690003877,Maritza,Musgrove,Maritza.Musgrove@itza.com,,
Milford Tulloch,436748748,Milford,Tulloch,Milford.Tulloch@itza.com,,
Henry Steeves,964362711,Henry,Steeves,Henry.Steeves@itza.com,,
Jeneva Prim,154245661,Jeneva,Prim,Jeneva.Prim@itza.com,,
Lynelle Whitten,394525869,Lynelle,Whitten,Lynelle.Whitten@itza.com,,
Paula Stoddard,201735692,Paula,Stoddard,Paula.Stoddard@itza.com,,
Ellsworth Koski,216634385,Ellsworth,Koski,Ellsworth.Koski@itza.com,,
Ethel Cortright,418365464,Ethel,Cortright,Ethel.Cortright@itza.com,,
Despina Catto,724923730,Despina,Catto,Despina.Catto@itza.com,Y,5
Chan Delman,807885140,Chan,Delman,Chan.Delman@itza.com,,
Delmy Converse,702667580,Delmy,Converse,Delmy.Converse@itza.com,,
Jettie Pickert,853533615,Jettie,Pickert,Jettie.Pickert@itza.com,,
Simon Westgate,420553428,Simon,Westgate,Simon.Westgate@itza.com,Y,4
Penny Pascoe,469460794,Penny,Pascoe,Penny.Pascoe@itza.com,Y,6
Precious Troutman,972909781,Precious,Troutman,Precious.Troutman@itza.com,,
Louella Walraven,910780711,Louella,Walraven,Louella.Walraven@itza.com,,
Roberto Mielke,861267427,Roberto,Mielke,Roberto.Mielke@itza.com,Y,3
Mamie Vanloan,200462316,Mamie,Vanloan,Mamie.Vanloan@itza.com,,
Janett Monroy,211262729,Janett,Monroy,Janett.Monroy@itza.com,Y,5
Adolph Lumley,350868983,Adolph,Lumley,Adolph.Lumley@itza.com,,
Luciana Richie,605975096,Luciana,Richie,Luciana.Richie@itza.com,,
Forest Brunell,863905853,Forest,Brunell,Forest.Brunell@itza.com,Y,10
Jacques Hoagland,226345046,Jacques,Hoagland,Jacques.Hoagland@itza.com,,
Denis Sullins,228981875,Denis,Sullins,Denis.Sullins@itza.com,,
Shalanda Witman,986180909,Shalanda,Witman,Shalanda.Witman@itza.com,,
Gilbert Curlin,702381228,Gilbert,Curlin,Gilbert.Curlin@itza.com,,
Donella Cousino,568283852,Donella,Cousino,Donella.Cousino@itza.com,Y,3
Alita Near,784817523,Alita,Near,Alita.Near@itza.com,Y,3
Mercy Mundt,795957065,Mercy,Mundt,Mercy.Mundt@itza.com,,
Elvie Silvia,665338985,Elvie,Silvia,Elvie.Silvia@itza.com,,
Merle Gothard,909635733,Merle,Gothard,Merle.Gothard@itza.com,Y,9
Shonta Helvey,822289366,Shonta,Helvey,Shonta.Helvey@itza.com,,
Claire Manjarrez,704883603,Claire,Manjarrez,Claire.Manjarrez@itza.com,,
Kizzy Rippey,367437443,Kizzy,Rippey,Kizzy.Rippey@itza.com,,
Jolene Sweeten,180053806,Jolene,Sweeten,Jolene.Sweeten@itza.com,,
Bobette Mansir,838098368,Bobette,Mansir,Bobette.Mansir@itza.com,Y,9
Jc Billingsly,126265305,Jc,Billingsly,Jc.Billingsly@itza.com,Y,5
Mozelle Heidel,157676938,Mozelle,Heidel,Mozelle.Heidel@itza.com,,
Delaine Mikkelson,854879122,Delaine,Mikkelson,Delaine.Mikkelson@itza.com,,
Celinda Banach,822072821,Celinda,Banach,Celinda.Banach@itza.com,,
Abbie Goldfarb,288609258,Abbie,Goldfarb,Abbie.Goldfarb@itza.com,,
Rena Drago,423195058,Rena,Drago,Rena.Drago@itza.com,,
Curt Speights,548857884,Curt,Speights,Curt.Speights@itza.com,,
Keva Riggie,439969019,Keva,Riggie,Keva.Riggie@itza.com,Y,0
Rosalyn Terwilliger,504646289,Rosalyn,Terwilliger,Rosalyn.Terwilliger@itza.com,,
Layne Nilsson,785334588,Layne,Nilsson,Layne.Nilsson@itza.com,,
Marceline Dauphin,692814679,Marceline,Dauphin,Marceline.Dauphin@itza.com,,
Jodee Faux,174584146,Jodee,Faux,Jodee.Faux@itza.com,,
Jerrica Savidge,833558070,Jerrica,Savidge,Jerrica.Savidge@itza.com,,
Danelle Huseman,510912231,Danelle,Huseman,Danelle.Huseman@itza.com,,
Terica Linderman,952880116,Terica,Linderman,Terica.Linderman@itza.com,,
Silas Czarnecki,662179576,Silas,Czarnecki,Silas.Czarnecki@itza.com,,
Hellen Cadwallader,305160846,Hellen,Cadwallader,Hellen.Cadwallader@itza.com,,
Calista Spillane,735967063,Calista,Spillane,Calista.Spillane@itza.com,,
Lu Burpo,356537969,Lu,Burpo,Lu.Burpo@itza.com,Y,4
Neoma Geyer,693802139,Neoma,Geyer,Neoma.Geyer@itza.com,,
Anna Lovette,510802869,Anna,Lovette,Anna.Lovette@itza.com,,
Anja Morant,802676499,Anja,Morant,Anja.Morant@itza.com,,
Robyn Massey,259210471,Robyn,Massey,Robyn.Massey@itza.com,,
Joaquin Hedley,975727835,Joaquin,Hedley,Joaquin.Hedley@itza.com,,
Leena Hanline,693891312,Leena,Hanline,Leena.Hanline@itza.com,,
Monserrate Chiesa,808725558,Monserrate,Chiesa,Monserrate.Chiesa@itza.com,,
Bryon Uselton,874416098,Bryon,Uselton,Bryon.Uselton@itza.com,,
Freda Heckler,196700231,Freda,Heckler,Freda.Heckler@itza.com,,
Lavern Brenes,490772138,Lavern,Brenes,Lavern.Brenes@itza.com,,
Mirian Lalor,141249013,Mirian,Lalor,Mirian.Lalor@itza.com,Y,1
Genie Hebb,791234134,Genie,Hebb,Genie.Hebb@itza.com,,
Ophelia Lauffer,272640284,Ophelia,Lauffer,Ophelia.Lauffer@itza.com,Y,9
Jerrie Heid,469315624,Jerrie,Heid,Jerrie.Heid@itza.com,,
Shamika Bossert,926217604,Shamika,Bossert,Shamika.Bossert@itza.com,,
Darby Tonn,826470998,Darby,Tonn,Darby.Tonn@itza.com,,
Nicholas Bradwell,331241540,Nicholas,Bradwell,Nicholas.Bradwell@itza.com,,
Jeramy Krein,828421208,Jeramy,Krein,Jeramy.Krein@itza.com,,
Jamaal Tomei,864593293,Jamaal,Tomei,Jamaal.Tomei@itza.com,Y,4
Olympia Mcguffie,956451405,Olympia,Mcguffie,Olympia.Mcguffie@itza.com,Y,8
Sade Freitas,189979185,Sade,Freitas,Sade.Freitas@itza.com,Y,10
Amparo Bondurant,208549443,Amparo,Bondurant,Amparo.Bondurant@itza.com,Y,6
Dante Branscome,980061867,Dante,Branscome,Dante.Branscome@itza.com,,
Jodi Rubinstein,362885921,Jodi,Rubinstein,Jodi.Rubinstein@itza.com,,
Monty Leath,526408646,Monty,Leath,Monty.Leath@itza.com,Y,2
Sabrina Mercuri,515330675,Sabrina,Mercuri,Sabrina.Mercuri@itza.com,,
Bethany Foote,402223459,Bethany,Foote,Bethany.Foote@itza.com,,
Orlando Filice,374130853,Orlando,Filice,Orlando.Filice@itza.com,,
Gabriella Lank,455583687,Gabriella,Lank,Gabriella.Lank@itza.com,,
Luanna Lotz,486710727,Luanna,Lotz,Luanna.Lotz@itza.com,Y,8
Latasha Mosher,430267834,Latasha,Mosher,Latasha.Mosher@itza.com,Y,2
Le Preusser,661951499,Le,Preusser,Le.Preusser@itza.com,,
Bruno Blaha,255053447,Bruno,Blaha,Bruno.Blaha@itza.com,Y,4
Natisha Katz,485012055,Natisha,Katz,Natisha.Katz@itza.com,,
Ayana Fern,315159245,Ayana,Fern,Ayana.Fern@itza.com,,
Nilda Malek,852948861,Nilda,Malek,Nilda.Malek@itza.com,,
Brittni Salo,274294193,Brittni,Salo,Brittni.Salo@itza.com,,
Shawanda Breitenstein,720802661,Shawanda,Breitenstein,Shawanda.Breitenstein@itza.com,,
Elmer Langton,502731645,Elmer,Langton,Elmer.Langton@itza.com,,
Malcolm Bolger,145572126,Malcolm,Bolger,Malcolm.Bolger@itza.com,Y,0
Juli Walker,392187474,Juli,Walker,Juli.Walker@itza.com,,
Alexa Rozell,551167159,Alexa,Rozell,Alexa.Rozell@itza.com,,
Carolina Leto,526018226,Carolina,Leto,Carolina.Leto@itza.com,Y,3
Santos Battista,541030576,Santos,Battista,Santos.Battista@itza.com,,
Brad Ventimiglia,773924238,Brad,Ventimiglia,Brad.Ventimiglia@itza.com,,
Arie Kobayashi,781861671,Arie,Kobayashi,Arie.Kobayashi@itza.com,Y,1
Jackeline Alsobrook,847485897,Jackeline,Alsobrook,Jackeline.Alsobrook@itza.com,,
Carmel Row,217750118,Carmel,Row,Carmel.Row@itza.com,,
Violet Mckiernan,986779177,Violet,Mckiernan,Violet.Mckiernan@itza.com,,
Tad Kantner,877324950,Tad,Kantner,Tad.Kantner@itza.com,,
Garth Bortle,835185967,Garth,Bortle,Garth.Bortle@itza.com,,
Tamara Pena,488733194,Tamara,Pena,Tamara.Pena@itza.com,,
Fredericka Rizo,527949098,Fredericka,Rizo,Fredericka.Rizo@itza.com,,
Darlene Reith,216064828,Darlene,Reith,Darlene.Reith@itza.com,,
Julianna Ogletree,720891153,Julianna,Ogletree,Julianna.Ogletree@itza.com,,
Drusilla Burlew,390573377,Drusilla,Burlew,Drusilla.Burlew@itza.com,Y,6
Lizeth Nish,276684400,Lizeth,Nish,Lizeth.Nish@itza.com,Y,1
Cassie Loney,610240446,Cassie,Loney,Cassie.Loney@itza.com,,
Carmon Grana,667681195,Carmon,Grana,Carmon.Grana@itza.com,Y,8
Audrey Hosler,649545230,Audrey,Hosler,Audrey.Hosler@itza.com,,
Natalya Bartsch,789022948,Natalya,Bartsch,Natalya.Bartsch@itza.com,,
Treena Torain,856681370,Treena,Torain,Treena.Torain@itza.com,,
Tera Coward,491204062,Tera,Coward,Tera.Coward@itza.com,Y,4
Twana Brisker,130709264,Twana,Brisker,Twana.Brisker@itza.com,,
Hyon Na,701275518,Hyon,Na,Hyon.Na@itza.com,Y,10
Roselle Buchholz,680586050,Roselle,Buchholz,Roselle.Buchholz@itza.com,,
Britta Flippen,721943633,Britta,Flippen,Britta.Flippen@itza.com,Y,4
Sheba Schuller,267937329,Sheba,Schuller,Sheba.Schuller@itza.com,Y,0
Virgina Mahone,579791425,Virgina,Mahone,Virgina.Mahone@itza.com,Y,2
Sulema Poulin,661422439,Sulema,Poulin,Sulema.Poulin@itza.com,,
Dwayne Piner,932597127,Dwayne,Piner,Dwayne.Piner@itza.com,,
Eleanore Philip,139930618,Eleanore,Philip,Eleanore.Philip@itza.com,,
Zofia Grimes,755714371,Zofia,Grimes,Zofia.Grimes@itza.com,,
Lakiesha Hem,682215158,Lakiesha,Hem,Lakiesha.Hem@itza.com,,
Ute Hur,764998167,Ute,Hur,Ute.Hur@itza.com,,
Michale Petri,688954690,Michale,Petri,Michale.Petri@itza.com,,
Tashina Kall,260672676,Tashina,Kall,Tashina.Kall@itza.com,,
Charlotte Sick,183527772,Charlotte,Sick,Charlotte.Sick@itza.com,,
Vinnie Wooley,726791560,Vinnie,Wooley,Vinnie.Wooley@itza.com,Y,3
Donnell Falk,975431953,Donnell,Falk,Donnell.Falk@itza.com,,
Glennie Lao,806506753,Glennie,Lao,Glennie.Lao@itza.com,,
Thomas Andrews,872667241,Thomas,Andrews,Thomas.Andrews@itza.com,Y,3
Lorriane Bernardo,332119374,Lorriane,Bernardo,Lorriane.Bernardo@itza.com,,
Randolph Rolland,734636222,Randolph,Rolland,Randolph.Rolland@itza.com,,
Lavina Lehto,262539345,Lavina,Lehto,Lavina.Lehto@itza.com,,
Tania Schecter,895570465,Tania,Schecter,Tania.Schecter@itza.com,Y,2
Albertine Dragoo,321577386,Albertine,Dragoo,Albertine.Dragoo@itza.com,,
Ivonne Penley,540097599,Ivonne,Penley,Ivonne.Penley@itza.com,,
Merrill Storch,891577293,Merrill,Storch,Merrill.Storch@itza.com,,
Jinny Wykoff,848147089,Jinny,Wykoff,Jinny.Wykoff@itza.com,,
Luna Kesler,647171163,Luna,Kesler,Luna.Kesler@itza.com,,
Emile Rines,345310527,Emile,Rines,Emile.Rines@itza.com,Y,7
Alise Elmer,509518623,Alise,Elmer,Alise.Elmer@itza.com,,
Bella Mazzone,390147249,Bella,Mazzone,Bella.Mazzone@itza.com,Y,8
Gonzalo Wisniewski,612112221,Gonzalo,Wisniewski,Gonzalo.Wisniewski@itza.com,,
Belkis Degarmo,566664836,Belkis,Degarmo,Belkis.Degarmo@itza.com,Y,4
Shakira Pyles,670706229,Shakira,Pyles,Shakira.Pyles@itza.com,Y,0
Ceola Badgley,618980302,Ceola,Badgley,Ceola.Badgley@itza.com,,
Taneka Claudio,843620703,Taneka,Claudio,Taneka.Claudio@itza.com,,
Zachary Damron,766832413,Zachary,Damron,Zachary.Damron@itza.com,,
Alejandrina Hunsucker,358679329,Alejandrina,Hunsucker,Alejandrina.Hunsucker@itza.com,Y,5
Shaunna Nasser,319194367,Shaunna,Nasser,Shaunna.Nasser@itza.com,,
Catrina Roussell,839062532,Catrina,Roussell,Catrina.Roussell@itza.com,Y,1
Bee Hsu,161162978,Bee,Hsu,Bee.Hsu@itza.com,Y,0
Cinthia Matt,521392464,Cinthia,Matt,Cinthia.Matt@itza.com,,
Romona Custard,804594648,Romona,Custard,Romona.Custard@itza.com,Y,6
Bennie Keefer,235173764,Bennie,Keefer,Bennie.Keefer@itza.com,,
Jolyn Janney,779017911,Jolyn,Janney,Jolyn.Janney@itza.com,,
Lavonne Starling,353887721,Lavonne,Starling,Lavonne.Starling@itza.com,,
Loretta Gerow,870009928,Loretta,Gerow,Loretta.Gerow@itza.com,Y,1
Dreama Jayne,847074556,Dreama,Jayne,Dreama.Jayne@itza.com,,
Emelia Tu,435023132,Emelia,Tu,Emelia.Tu@itza.com,,
Maile Hornberger,117392856,Maile,Hornberger,Maile.Hornberger@itza.com,,
Jesusa Roper,312502256,Jesusa,Roper,Jesusa.Roper@itza.com,,
Loris Fouse,358593436,Loris,Fouse,Loris.Fouse@itza.com,,
Karri Brumbelow,873385546,Karri,Brumbelow,Karri.Brumbelow@itza.com,,
Geoffrey Levi,976975775,Geoffrey,Levi,Geoffrey.Levi@itza.com,,
Antone Thorpe,311668582,Antone,Thorpe,Antone.Thorpe@itza.com,,
Louanne Cayton,528050258,Louanne,Cayton,Louanne.Cayton@itza.com,,
Rubie Rottman,788884694,Rubie,Rottman,Rubie.Rottman@itza.com,Y,4
Vergie Haswell,192244314,Vergie,Haswell,Vergie.Haswell@itza.com,,
Drew Litten,781008200,Drew,Litten,Drew.Litten@itza.com,Y,1
Wilber Bremer,353409314,Wilber,Bremer,Wilber.Bremer@itza.com,,
Cecily Banaszak,542212526,Cecily,Banaszak,Cecily.Banaszak@itza.com,Y,2
Dian Moris,316012249,Dian,Moris,Dian.Moris@itza.com,,
Letitia Zepp,828598627,Letitia,Zepp,Letitia.Zepp@itza.com,,
Kandace Ruble,962192023,Kandace,Ruble,Kandace.Ruble@itza.com,,
Tracey Kensinger,612832442,Tracey,Kensinger,Tracey.Kensinger@itza.com,Y,4
Lura Blay,752708103,Lura,Blay,Lura.Blay@itza.com,Y,9
Kayla Shiroma,711345900,Kayla,Shiroma,Kayla.Shiroma@itza.com,Y,6
Robbie Greggs,883686957,Robbie,Greggs,Robbie.Greggs@itza.com,,
Stella Kropf,143023823,Stella,Kropf,Stella.Kropf@itza.com,,
Casandra Cirilo,215434288,Casandra,Cirilo,Casandra.Cirilo@itza.com,,
Madlyn Raymond,279035390,Madlyn,Raymond,Madlyn.Raymond@itza.com,,
Dudley Kennison,910402148,Dudley,Kennison,Dudley.Kennison@itza.com,Y,6
Kaitlin Ennals,814675948,Kaitlin,Ennals,Kaitlin.Ennals@itza.com,Y,0
Jolynn Innocent,876335604,Jolynn,Innocent,Jolynn.Innocent@itza.com,,
Golden Chien,610835606,Golden,Chien,Golden.Chien@itza.com,Y,3
Mimi Scheiber,965015724,Mimi,Scheiber,Mimi.Scheiber@itza.com,,
Lorilee Biermann,989438486,Lorilee,Biermann,Lorilee.Biermann@itza.com,,
Mohamed Mazzei,170529790,Mohamed,Mazzei,Mohamed.Mazzei@itza.com,,
Lucy Mealer,300198041,Lucy,Mealer,Lucy.Mealer@itza.com,,
Caren Coke,979728726,Caren,Coke,Caren.Coke@itza.com,,
Olin Humbert,480396692,Olin,Humbert,Olin.Humbert@itza.com,,
Jung Carney,774048547,Jung,Carney,Jung.Carney@itza.com,,
Alonzo Mcdonald,668502762,Alonzo,Mcdonald,Alonzo.Mcdonald@itza.com,,
Ronna Arguello,682237127,Ronna,Arguello,Ronna.Arguello@itza.com,,
Sheryl Wingo,755487298,Sheryl,Wingo,Sheryl.Wingo@itza.com,,
Enoch Ziglar,685584158,Enoch,Ziglar,Enoch.Ziglar@itza.com,Y,9
Toni Perry,148588328,Toni,Perry,Toni.Perry@itza.com,,
Bradly Bradeen,631407824,Bradly,Bradeen,Bradly.Bradeen@itza.com,,
Allyson Marlow,982610307,Allyson,Marlow,Allyson.Marlow@itza.com,Y,2
Victorina Mellin,540182422,Victorina,Mellin,Victorina.Mellin@itza.com,,
Broderick Garman,725624805,Broderick,Garman,Broderick.Garman@itza.com,,
Eloy Glassford,154384253,Eloy,Glassford,Eloy.Glassford@itza.com,,
Mickey Ellefson,635351573,Mickey,Ellefson,Mickey.Ellefson@itza.com,,
Serena Ruple,664820402,Serena,Ruple,Serena.Ruple@itza.com,,
Gema Arango,732790639,Gema,Arango,Gema.Arango@itza.com,Y,8
Denisse Gloss,230571186,Denisse,Gloss,Denisse.Gloss@itza.com,,
Yang Gonsoulin,376972541,Yang,Gonsoulin,Yang.Gonsoulin@itza.com,,
Salvador Hickle,839796125,Salvador,Hickle,Salvador.Hickle@itza.com,,
Daina Rape,434633625,Daina,Rape,Daina.Rape@itza.com,Y,8
Frieda Radtke,297451459,Frieda,Radtke,Frieda.Radtke@itza.com,,
Daphne Carignan,186568171,Daphne,Carignan,Daphne.Carignan@itza.com,Y,8
Jeanetta Steigerwald,322798419,Jeanetta,Steigerwald,Jeanetta.Steigerwald@itza.com,,
Caprice Ovalle,536383565,Caprice,Ovalle,Caprice.Ovalle@itza.com,,
Ruthann Matthes,756045645,Ruthann,Matthes,Ruthann.Matthes@itza.com,,
Kiyoko Abalos,876465283,Kiyoko,Abalos,Kiyoko.Abalos@itza.com,,
Arlen Mcadory,884371157,Arlen,Mcadory,Arlen.Mcadory@itza.com,,
Dierdre Snoddy,455851998,Dierdre,Snoddy,Dierdre.Snoddy@itza.com,Y,1
Pat Ostrander,799678979,Pat,Ostrander,Pat.Ostrander@itza.com,,
Tena Manfre,231906361,Tena,Manfre,Tena.Manfre@itza.com,,
Tanner Vibbert,864594082,Tanner,Vibbert,Tanner.Vibbert@itza.com,,
Evelynn Vanek,475277014,Evelynn,Vanek,Evelynn.Vanek@itza.com,,
Olga Dupuis,912714688,Olga,Dupuis,Olga.Dupuis@itza.com,,
Ji Brumsey,632585291,Ji,Brumsey,Ji.Brumsey@itza.com,,
Trudie Huls,849256212,Trudie,Huls,Trudie.Huls@itza.com,,
Wanda Whang,519613122,Wanda,Whang,Wanda.Whang@itza.com,Y,10
Teisha Markle,501467966,Teisha,Markle,Teisha.Markle@itza.com,,
Christia Mcginley,169173132,Christia,Mcginley,Christia.Mcginley@itza.com,,
Rocky Isaacs,960609214,Rocky,Isaacs,Rocky.Isaacs@itza.com,,
Monnie Sheely,772755401,Monnie,Sheely,Monnie.Sheely@itza.com,,
Sharlene Valvo,953604870,Sharlene,Valvo,Sharlene.Valvo@itza.com,,
Kattie Rossignol,442880715,Kattie,Rossignol,Kattie.Rossignol@itza.com,,
Kathy Boykin,949377631,Kathy,Boykin,Kathy.Boykin@itza.com,Y,5
Catalina Ellis,134071002,Catalina,Ellis,Catalina.Ellis@itza.com,,
Debbra Taff,248097509,Debbra,Taff,Debbra.Taff@itza.com,,
Kasie Guercio,722494234,Kasie,Guercio,Kasie.Guercio@itza.com,,
Emery Kinslow,172458737,Emery,Kinslow,Emery.Kinslow@itza.com,,
Liane Hedgpeth,341676707,Liane,Hedgpeth,Liane.Hedgpeth@itza.com,,
Dodie Lawler,784816712,Dodie,Lawler,Dodie.Lawler@itza.com,Y,10
Tamica Closson,855663064,Tamica,Closson,Tamica.Closson@itza.com,,
Maryanna Tookes,258357532,Maryanna,Tookes,Maryanna.Tookes@itza.com,,
Sebrina Shine,680341956,Sebrina,Shine,Sebrina.Shine@itza.com,,
Leon Placencia,958840644,Leon,Placencia,Leon.Placencia@itza.com,,
Hyun Eckhart,296697363,Hyun,Eckhart,Hyun.Eckhart@itza.com,,
Eliza Pyle,489976573,Eliza,Pyle,Eliza.Pyle@itza.com,Y,2
Kyong Reddell,360138975,Kyong,Reddell,Kyong.Reddell@itza.com,,
Hallie Baze,632187253,Hallie,Baze,Hallie.Baze@itza.com,,
Rebeca Tunstall,557852897,Rebeca,Tunstall,Rebeca.Tunstall@itza.com,,
Krystyna Maria,427498243,Krystyna,Maria,Krystyna.Maria@itza.com,Y,8
Bryce Severs,873548561,Bryce,Severs,Bryce.Severs@itza.com,,
Jeannette Yoshida,527747430,Jeannette,Yoshida,Jeannette.Yoshida@itza.com,,
Domonique Kreger,549036722,Domonique,Kreger,Domonique.Kreger@itza.com,,
Magen Sloop,646371996,Magen,Sloop,Magen.Sloop@itza.com,,
Kris Shorts,975665448,Kris,Shorts,Kris.Shorts@itza.com,,
Yvone Smelley,961698218,Yvone,Smelley,Yvone.Smelley@itza.com,,
Lorrie Patino,950665169,Lorrie,Patino,Lorrie.Patino@itza.com,,
Keitha Ballentine,304064903,Keitha,Ballentine,Keitha.Ballentine@itza.com,,
Melanie Plaza,740921528,Melanie,Plaza,Melanie.Plaza@itza.com,Y,1
Mammie Gerardo,739415824,Mammie,Gerardo,Mammie.Gerardo@itza.com,Y,0
So Sternberg,564310835,So,Sternberg,So.Sternberg@itza.com,,
Micaela Tittle,165467254,Micaela,Tittle,Micaela.Tittle@itza.com,,
Waylon Cowart,480800095,Waylon,Cowart,Waylon.Cowart@itza.com,,
Antionette Mccalley,339758299,Antionette,Mccalley,Antionette.Mccalley@itza.com,,
Crystal Puentes,950215760,Crystal,Puentes,Crystal.Puentes@itza.com,,
Garrett Wexler,820812858,Garrett,Wexler,Garrett.Wexler@itza.com,,
Louvenia Bertram,824724195,Louvenia,Bertram,Louvenia.Bertram@itza.com,,
Gladys Wherry,744084322,Gladys,Wherry,Gladys.Wherry@itza.com,Y,7
Marquis Peckham,505725921,Marquis,Peckham,Marquis.Peckham@itza.com,,
Cary Sassman,515744907,Cary,Sassman,Cary.Sassman@itza.com,,
Janeen Chaney,576050491,Janeen,Chaney,Janeen.Chaney@itza.com,Y,5
Daria Flournoy,493027440,Daria,Flournoy,Daria.Flournoy@itza.com,,
Jillian Halcomb,854078407,Jillian,Halcomb,Jillian.Halcomb@itza.com,,
Amina Abasta,172626685,Amina,Abasta,Amina.Abasta@itza.com,,
Nigel Desmarais,649029399,Nigel,Desmarais,Nigel.Desmarais@itza.com,,
Jenelle Hentges,144971083,Jenelle,Hentges,Jenelle.Hentges@itza.com,,
Stasia Vanderveer,520075031,Stasia,Vanderveer,Stasia.Vanderveer@itza.com,,
Leighann Braz,662964687,Leighann,Braz,Leighann.Braz@itza.com,,
Diane Dycus,148962986,Diane,Dycus,Diane.Dycus@itza.com,,
Rosa Steffensmeier,269178174,Rosa,Steffensmeier,Rosa.Steffensmeier@itza.com,,
Ashlea Guajardo,883524788,Ashlea,Guajardo,Ashlea.Guajardo@itza.com,,
Adam Gannon,793699011,Adam,Gannon,Adam.Gannon@itza.com,,
Wilbert Toews,293835980,Wilbert,Toews,Wilbert.Toews@itza.com,,
Shena Schooler,699375373,Shena,Schooler,Shena.Schooler@itza.com,,
Earl Quackenbush,319817191,Earl,Quackenbush,Earl.Quackenbush@itza.com,,
Bong Wilgus,477618991,Bong,Wilgus,Bong.Wilgus@itza.com,Y,3
Patrick Torrey,338523764,Patrick,Torrey,Patrick.Torrey@itza.com,,
Joanna Kies,295163214,Joanna,Kies,Joanna.Kies@itza.com,,
Lorenza Wolfgang,898602203,Lorenza,Wolfgang,Lorenza.Wolfgang@itza.com,,
Dorathy Magnani,836900412,Dorathy,Magnani,Dorathy.Magnani@itza.com,,
Daniella Milburn,129998141,Daniella,Milburn,Daniella.Milburn@itza.com,Y,3
Suzanne Columbus,701736720,Suzanne,Columbus,Suzanne.Columbus@itza.com,,
Herman Moreno,430995224,Herman,Moreno,Herman.Moreno@itza.com,,
Sha Nation,319468646,Sha,Nation,Sha.Nation@itza.com,,
Odette Rolling,575437531,Odette,Rolling,Odette.Rolling@itza.com,,
Randa Hoyte,492646811,Randa,Hoyte,Randa.Hoyte@itza.com,,
Russel Messing,656977828,Russel,Messing,Russel.Messing@itza.com,,
Johnathan Shkreli,529740908,Johnathan,Shkreli,Johnathan.Shkreli@itza.com,Y,8
Yoshiko Fleeman,622272761,Yoshiko,Fleeman,Yoshiko.Fleeman@itza.com,,
Yvette Kuder,286354841,Yvette,Kuder,Yvette.Kuder@itza.com,,
Camilla Lampron,159979524,Camilla,Lampron,Camilla.Lampron@itza.com,Y,10
Lorinda Garrido,849473452,Lorinda,Garrido,Lorinda.Garrido@itza.com,,
